gene_id	baseMean	log2FoldChange	lfcSE	lfc_MAP	lfcSE_MAP	stat	pvalue	padj	weight	Plasmid	old_locus_tag	gene_biotype	Gene	synonym	product	product_kegg	note	other	protein_id	inference_coordinates	exon_number	threshold	genelabels
ROD_RS04140	1085.01948699941	-1.33618648069097	0.106847426268809	-1.32008936292799	0.107535021134491	-12.5055560751586	6.96109930340278e-36	2.08456745773916e-33	1.33935742971888	NC_013716.1	ROD_08141	protein_coding	dps	pexB	DNA starvation/stationary phase protection protein Dps	DNA protection during starvation protein	NA	NA	WP_012905143.1	similar to AA sequence:RefSeq:WP_001730644.1	1	Downregulated	dps
ROD_RS14700	109715.997465597	0.813882968995193	0.065076507904115	0.805072442522457	0.0654122315645461	12.5065556712782	6.87407758267973e-36	2.08456745773916e-33	1.33935742971888	NC_013716.1	ROD_29831	protein_coding	eae	NA	intimin	intimin	NA	NA	WP_012907110.1	similar to AA sequence:RefSeq:WP_000627895.1	1	Upregulated	eae
ROD_RS11935	552.009271467012	-1.6723459897824	0.13694473819412	-1.64979074074868	0.137973595397054	-12.2118309314802	2.68771792780527e-34	7.93132212539961e-32	1.25461538461538	NC_013716.1	ROD_24131	protein_coding	tktB	tkt	transketolase	transketolase 2	NA	NA	WP_012906600.1	similar to AA sequence:RefSeq:NP_461409.1	1	Downregulated	tktB
ROD_RS07870	373.255405807155	-1.78105547690047	0.153074505219518	-1.75092141290491	0.15418467475578	-11.6352195576026	2.72887043593914e-31	7.4775639093578e-29	1.25461538461538	NC_013716.1	ROD_15801	protein_coding	NA	NA	GntR family transcriptional regulator	GntR-family transcriptional regulator	NA	NA	WP_012905837.1	similar to AA sequence:RefSeq:WP_001119581.1	1	Downregulated	NA
ROD_RS08460	3090.24319606998	0.848912336674726	0.0787758057654423	0.834909055096843	0.0793852058328642	10.7763078831893	4.4540650686154e-27	1.17617066987653e-24	1.21509662524835	NC_013716.1	ROD_17041	protein_coding	pspA	NA	phage shock protein PspA	phage shock protein A	NA	NA	WP_012905948.1	similar to AA sequence:RefSeq:NP_460648.1	1	Upregulated	pspA
ROD_RS14685	8671.36493126866	0.72851172321646	0.0685727419690007	0.717509270519157	0.069066261477898	10.6239258092639	2.3065223262355e-26	5.18032551927792e-24	1.33935742971888	NC_013716.1	ROD_29781	protein_coding	escD	sctD	type III secretion system inner membrane ring subunit SctD	T3SS structural protein EscD	NA	NA	WP_012907109.1	similar to AA sequence:RefSeq:NP_312585.1	1	Upregulated	escD
ROD_RS06610	461.171559099925	-1.56421551226902	0.15189734577491	-1.53512146570261	0.153698350398365	-10.2978462479981	7.20564850753959e-25	1.52315297300119e-22	1.33935742971888	NC_013716.1	ROD_13241	protein_coding	katE	NA	catalase HPII	catalase HPII	NA	NA	WP_024132634.1	similar to AA sequence:RefSeq:NP_460284.1	1	Downregulated	katE
ROD_RS14705	27079.4123890767	0.651150104612642	0.06462563593284	0.640490747213166	0.0651367351399412	10.0757245203642	7.0737506823123e-24	1.55661886957667e-21	1.21509662524835	NC_013716.1	ROD_29841	protein_coding	cesT	NA	type III secretion system LEE chaperone CesT	T3SS chaperone CesT	NA	NA	WP_012907111.1	similar to AA sequence:RefSeq:NP_312587.1	1	Upregulated	cesT
ROD_RS21090	3395.68156098819	-0.736299000956764	0.0756090896959371	-0.721598851269197	0.0762792772069518	-9.73823390703155	2.07122618080163e-22	4.3179635616311e-20	1.21509662524835	NC_013716.1	ROD_42771	protein_coding	bcsC	NA	cellulose biosynthesis protein BcsC	cellulose synthase operon protein C (TPR-repeat-containing protein)	NA	NA	WP_042623034.1	similar to AA sequence:RefSeq:WP_012135657.1	1	Downregulated	bcsC
ROD_RS14680	8770.75608747008	0.692237371510275	0.0720011479802143	0.678286099349988	0.0726557440022441	9.61425464633563	6.96116731964959e-22	1.25075269551108e-19	1.33935742971888	NC_013716.1	ROD_29771	protein_coding	sepL	NA	TyeA family type III secretion system gatekeeper subunit	T3SS secretion switching protein SepL	NA	NA	WP_012907108.1	similar to AA sequence:RefSeq:NP_312584.1	1	Upregulated	sepL
ROD_RS04465	302.801716640983	-1.56649251650474	0.165090379172956	-1.53133980240472	0.166922085682365	-9.48869658154707	2.33941034810335e-21	4.0031925742128e-19	1.33935742971888	NC_013716.1	ROD_08811	protein_coding	poxB	NA	ubiquinone-dependent pyruvate dehydrogenase	pyruvate oxidase	NA	NA	WP_012905208.1	similar to AA sequence:RefSeq:NP_415392.1	1	Downregulated	
ROD_RS21080	3229.2331084378	-0.718938683377338	0.0771115104232828	-0.703212583883989	0.0778518567590447	-9.32336404034778	1.12708855957577e-20	1.96535321565399e-18	1.25461538461538	NC_013716.1	ROD_42751	protein_coding	bcsB	NA	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB	cyclic di-GMP-binding protein (cellulose synthase regulator subunit B)	NA	NA	WP_012908214.1	similar to AA sequence:RefSeq:NP_417989.1	1	Downregulated	
ROD_RS25410	522.477537099988	1.26266643857938	0.13737086529895	1.23306888606814	0.139121029761879	9.19166109809041	3.86821099750318e-20	6.45189917902531e-18	1.25461538461538	NC_013718.1	ROD_p2361	protein_coding	NA	NA	YadA-like family protein	putative exported protein	NA	NA	WP_000869132.1	similar to AA sequence:RefSeq:WP_000869132.1	1	Upregulated	
ROD_RS11930	217.474944550889	-2.08512238271764	0.230390526945136	-2.0318235654351	0.235543271129118	-9.05038245437142	1.424684594875e-19	2.30710634908743e-17	1.23838514528629	NC_013716.1	ROD_24121	protein_coding	talA	tal	transaldolase	transaldolase A	NA	NA	WP_012906599.1	similar to AA sequence:RefSeq:NP_461408.1	1	Downregulated	
ROD_RS17070	1237.22659079024	0.965951277055714	0.107398211440243	0.942824925932301	0.108782808681884	8.99410953033589	2.38154911399957e-19	2.80345718774786e-17	1.6354658006942	NC_013716.1	ROD_34651	protein_coding	gltP	NA	glutamate/aspartate:proton symporter GltP	proton glutamate symport protein	NA	NA	WP_012907522.1	similar to AA sequence:RefSeq:NP_463148.1	1	Upregulated	
ROD_RS08510	1091.28740771321	-0.944902918138049	0.105726072415756	-0.921376134659338	0.107044769348388	-8.93727437847424	3.98887049378707e-19	4.51492960185975e-17	1.6354658006942	NC_013716.1	ROD_17141	protein_coding	pdeR	NA	cyclic di-GMP phosphodiesterase	putative signal transduction protein	NA	NA	WP_012905958.1	similar to AA sequence:RefSeq:WP_016150331.1	1	Downregulated	
ROD_RS14445	400.928949196318	-1.37453362116449	0.153402948860847	-1.34195318445515	0.155444618087719	-8.96028160717653	3.23850260848723e-19	4.66166021367004e-17	1.23838514528629	NC_013716.1	ROD_29201	protein_coding	NA	NA	fimbrillin MatB	putative fimbrial protein	NA	NA	WP_012907062.1	similar to AA sequence:RefSeq:WP_016151870.1	1	Downregulated	
ROD_RS05730	188.749835305484	2.24174802461077	0.252134298520658	2.1834199193683	0.257866109723781	8.8910871617377	6.05138848906935e-19	8.31073050004666e-17	1.25162337662338	NC_013716.1	ROD_11421	protein_coding	flgK	NA	flagellar hook-associated protein FlgK	flagellar hook-associated protein 1	NA	NA	WP_012905430.1	similar to AA sequence:RefSeq:NP_460154.1	1	Upregulated	
ROD_RS14765	8979.79520719976	0.61329346012915	0.0700843849457537	0.598120402650866	0.070786660805566	8.75078607886547	2.11871670032639e-18	2.8027227895457e-16	1.25461538461538	NC_013716.1	ROD_29981	protein_coding	escJ	NA	type III secretion system LEE inner membrane ring protein EscJ	T3SS structural protein EscJ	NA	NA	WP_012907124.1	similar to AA sequence:RefSeq:NP_312600.1	1	Upregulated	
ROD_RS14775	10563.7791634405	0.580748721640873	0.0667646852737095	0.566238355739422	0.0674217259224219	8.69844168754824	3.3647263471762e-18	4.19561210220815e-16	1.25461538461538	NC_013716.1	ROD_30001	protein_coding	escC	NA	type III secretion system LEE outer membrane ring protein EscC	T3SS structural protein EscC	NA	NA	WP_012907126.1	similar to AA sequence:RefSeq:NP_312602.1	1	Upregulated	
ROD_RS20050	782.662427998842	-1.2094217806202	0.139536279383775	-1.17613760464384	0.142029323678431	-8.66743606724567	4.41959657781726e-18	4.19561210220815e-16	1.6354658006942	NC_013716.1	ROD_40401	protein_coding	hslS	ibpB	heat shock chaperone IbpB	small heat shock protein B	NA	NA	WP_012908010.1	similar to AA sequence:RefSeq:YP_005229563.1	1	Downregulated	
ROD_RS02565	885.647970079921	-0.984307449783111	0.114065792194527	-0.958212482660054	0.115598934281652	-8.62929569721028	6.17309102233644e-18	5.67710722648058e-16	1.6354658006942	NC_013716.1	ROD_05091	protein_coding	NA	NA	YbaY family lipoprotein	putative exported protein	NA	NA	WP_012904863.1	similar to AA sequence:RefSeq:NP_706347.1	1	Downregulated	
ROD_RS14675	105519.688467941	0.553565891983097	0.0642240831708949	0.525416133244512	0.064963994304763	8.61928835184933	6.73715032409446e-18	6.00809363637302e-16	1.6354658006942	NC_013716.1	ROD_29761	protein_coding	espA	NA	type III secretion system LEE translocon filament protein EspA	T3SS translocator protein EspA	NA	NA	WP_012907107.1	similar to AA sequence:RefSeq:NP_312583.1	1	Upregulated	
ROD_RS14650	9824.61233122609	0.591383906623898	0.0687928664163299	0.574732175744522	0.0695128111847859	8.59658766135548	8.21214001208912e-18	9.2657948645076e-16	1.25461538461538	NC_013716.1	ROD_29711	protein_coding	NA	NA	EscG/YscG/SsaH family type III secretion system needle protein co-chaperone	T3SS component	NA	NA	WP_012907102.1	similar to AA sequence:RefSeq:NP_312578.1	1	Upregulated	
ROD_RS02520	372.771100115652	-1.2861239228282	0.150547583490612	-1.25058026841747	0.152634020748423	-8.54297287945775	1.30812108545798e-17	1.45663899613615e-15	1.23493423677185	NC_013716.1	ROD_05011	protein_coding	cof	NA	HMP-PP phosphatase	putative hydrolase	NA	NA	WP_012904854.1	similar to AA sequence:RefSeq:NP_459453.1	1	Downregulated	
ROD_RS14770	2638.13960817908	0.677503088977073	0.0814076162875106	0.658973833562728	0.0823805122513313	8.32235508019677	8.6232522844726e-17	9.48797733053713e-15	1.21509662524835	NC_013716.1	ROD_29991	protein_coding	sepD	NA	hypothetical protein	T3SS secretion switching protein SepD	NA	NA	WP_012907125.1	similar to AA sequence:RefSeq:NP_312601.1	1	Upregulated	
ROD_RS14670	260230.267996652	0.527939823689464	0.0653057079076044	0.514759015552659	0.0659689067118472	8.08412986559156	6.26095890990102e-16	4.92616557905164e-14	1.6354658006942	NC_013716.1	ROD_29751	protein_coding	espD	sctE	type III secretion system translocon subunit SctE	T3SS translocator protein EspD	NA	NA	WP_012907106.1	similar to AA sequence:RefSeq:WP_157140390.1	1	Upregulated	
ROD_RS14710	76855.1164920504	0.5205313428865	0.0641179328653128	0.506297751536341	0.064798575552272	8.11834255449154	4.72593294161165e-16	4.92616557905164e-14	1.21509662524835	NC_013716.1	ROD_29851	protein_coding	tir	NA	type III secretion system LEE translocated intimin receptor Tir	Tir, translocated intimin receptor	NA	NA	WP_012907112.1	similar to AA sequence:RefSeq:WP_001339882.1	1	Upregulated	
ROD_RS15090	8458.2772466539	-0.597724486719486	0.0744457484197089	-0.580114820395207	0.0753572851526716	-8.02899425968083	9.82749556355137e-16	9.98121237577011e-14	1.21509662524835	NC_013716.1	ROD_30671	protein_coding	nlpD	NA	murein hydrolase activator NlpD	lipoprotein	NA	NA	WP_012907184.1	similar to AA sequence:RefSeq:NP_461846.1	1	Downregulated	
ROD_RS15495	515.623259846191	-1.04000271663392	0.131530529679797	-1.00680253657278	0.133576091282211	-7.90693019457719	2.63813455110674e-15	2.5301263140435e-13	1.25461538461538	NC_013716.1	ROD_31431	protein_coding	lysM	NA	peptidoglycan-binding protein LysM	conserved hypothetical protein	NA	NA	WP_012907257.1	similar to AA sequence:RefSeq:NP_417151.1	1	Downregulated	
ROD_RS14020	2034.34266611216	0.695667356865462	0.0887392209461592	0.678032883480499	0.0900212168992314	7.83945756395072	4.52496844906756e-15	4.24398552957613e-13	1.25162337662338	NC_013716.1	ROD_28371	protein_coding	sdaB	NA	L-serine ammonia-lyase II	L-serine dehydratase 2 (L-serine deaminase 2)	NA	NA	WP_012906985.1	similar to AA sequence:RefSeq:NP_461891.2	1	Upregulated	
ROD_RS14665	242818.237459068	0.507657100201864	0.0651571205794389	0.493552641202736	0.0660434647070195	7.79127585269723	6.6335909577616e-15	6.05905159902171e-13	1.25461538461538	NC_013716.1	ROD_29741	protein_coding	espB	NA	attachment protein EaeB	T3SS effector protein EspB	NA	NA	WP_012907105.1	similar to AA sequence:RefSeq:WP_001091991.1	1	Upregulated	
ROD_RS14760	12371.8194580623	0.499781462249316	0.0662809142317093	0.485389782911796	0.0670453516304711	7.54035257422892	4.68702504922176e-14	4.18151897544317e-12	1.25461538461538	NC_013716.1	ROD_29971	protein_coding	sctI	NA	type III secretion system inner rod subunit SctI	T3SS component	NA	NA	WP_024132850.1	similar to AA sequence:RefSeq:NP_312599.2	1	Upregulated	
ROD_RS22120	3524.89634160772	-0.582859879083838	0.077757125013054	-0.563592133580659	0.0788014502454745	-7.49590315981958	6.5843391869905e-14	5.37748105645313e-12	1.33935742971888	NC_013716.1	ROD_44861	protein_coding	bfr	NA	bacterioferritin	bacterioferritin	NA	NA	WP_012908410.1	similar to AA sequence:RefSeq:WP_014885483.1	1	Downregulated	
ROD_RS14720	4387.7980758567	0.53971271568545	0.0730540354497606	0.522249505066656	0.0739916267284226	7.38785629517497	1.49214879806849e-13	1.27205202188633e-11	1.25461538461538	NC_013716.1	ROD_29871	protein_coding	map	NA	T3SS effector protein Map	T3SS effector protein Map	NA	NA	WP_012907113.1	similar to AA sequence:RefSeq:WP_000492638.1	1	Upregulated	
ROD_RS14660	13469.4177235097	0.490135117868598	0.0666531161976033	0.473161120191319	0.0674568897208876	7.3535214229972	1.93052048589377e-13	1.66234679282821e-11	1.21509662524835	NC_013716.1	ROD_29731	protein_coding	cesD2	NA	hypothetical protein	T3SS chaperone CesD2	NA	NA	WP_012907104.1	similar to AA sequence:RefSeq:NP_312580.1	1	Upregulated	
ROD_RS26460	51660.4865741359	0.457913152356839	0.0626186264146256	0.443974571934785	0.063317528327383	7.31273070930673	2.61767292913499e-13	2.14170534031042e-11	1.25162337662338	NC_013716.1	ROD_29701	protein_coding	espF	NA	type III secretion system LEE effector EspF	T3SS effector protein EspF	NA	NA	WP_012907101.1	similar to AA sequence:RefSeq:WP_001368749.1	1	Upregulated	
ROD_RS14725	4297.42529339542	0.529988763678641	0.0734873458521261	0.511955812441788	0.0744643797622508	7.21197312997401	5.51468581454171e-13	4.41795952778853e-11	1.25162337662338	NC_013716.1	ROD_29882	protein_coding	cesF	NA	type III secretion system chaperone	T3SS chaperone CesF	NA	NA	WP_012907114.1	similar to AA sequence:RefSeq:WP_001005218.1	1	Upregulated	
ROD_RS06335	256.575056536474	-1.26375226550423	0.177023323187628	-1.21371477355539	0.180658403155237	-7.13890261886433	9.40789517146427e-13	7.48287378999346e-11	1.23493423677185	NC_013716.1	ROD_12681	protein_coding	NA	NA	YeaH/YhbH family protein	conserved hypothetical protein	NA	NA	WP_012905545.1	similar to AA sequence:RefSeq:WP_003832459.1	1	Downregulated	
ROD_RS14450	212.192440324774	-1.35187373697091	0.190803638385225	-1.29675338785234	0.194693940977481	-7.08515701488632	1.3888674035368e-12	1.06815179998576e-10	1.25162337662338	NC_013716.1	ROD_29211	protein_coding	NA	NA	hypothetical protein	putative fimbrial protein	NA	NA	WP_012907063.1	similar to AA sequence:RefSeq:WP_003031363.1	1	Downregulated	
ROD_RS20935	4081.34116199322	0.599800752924246	0.0857153304856166	0.576891892523552	0.0871751533817745	6.99759015716442	2.60402496169139e-12	1.50262067993835e-10	1.6354658006942	NC_013716.1	ROD_42491	protein_coding	cspA	NA	RNA chaperone/antiterminator CspA	cold shock protein	NA	NA	WP_012908189.1	similar to AA sequence:RefSeq:NP_312468.1	1	Upregulated	
ROD_RS14750	7109.66340317525	0.496315009736195	0.0706718934186041	0.478660464373826	0.0716157507290251	7.02280617835466	2.17455781077708e-12	1.65642837427893e-10	1.21509662524835	NC_013716.1	ROD_29941	protein_coding	escV	NA	type III secretion system LEE export apparatus protein EscV	T3SS structural protein EscV	NA	NA	WP_012907120.1	similar to AA sequence:RefSeq:NP_312596.1	1	Upregulated	
ROD_RS12720	162.034686423089	-1.5234968012219	0.218035328108028	-1.45895242443144	0.222781530204659	-6.98738509232353	2.80056774671419e-12	1.89884529923845e-10	1.33935742971888	NC_013716.1	ROD_25711	protein_coding	NA	NA	TolC family outer membrane protein	putative outer membrane efflux protein of T1SS	NA	NA	WP_012906746.1	similar to AA sequence:RefSeq:WP_014832975.1	1	Downregulated	
ROD_RS26475	7952.93139784062	0.475246090701294	0.0685526757264839	0.458614425308577	0.0694280854868998	6.93256806776534	4.13268582824791e-12	3.03140301432465e-10	1.21509662524835	NC_013716.1	ROD_29961	protein_coding	espZ	NA	SepZ/EspZ family type III secretion system protein	T3SS effector protein EspZ	NA	NA	WP_012907122.1	similar to AA sequence:RefSeq:WP_000386949.1	1	Upregulated	
ROD_RS06165	263.686138440209	-1.19598755634571	0.173630612924375	-1.14454105533034	0.177397055992679	-6.88811457957951	5.65366680234229e-12	3.99509994171889e-10	1.23838514528629	NC_013716.1	ROD_12311	protein_coding	NA	NA	DUF1471 domain-containing protein	putative exported protein	NA	NA	WP_024132623.1	similar to AA sequence:RefSeq:WP_017372417.1	1	Downregulated	
ROD_RS09230	478.562407765743	-0.934833679361383	0.137295631772902	-0.894478303551399	0.140243801488977	-6.80891057705079	9.83405789481881e-12	6.73374578338929e-10	1.23493423677185	NC_013716.1	NA	protein_coding	NA	NA	YobF family protein	NA	NA	NA	WP_042623298.1	similar to AA sequence:RefSeq:NP_460794.1	1	Downregulated	
ROD_RS21060	1594.44811809671	-0.602778977476668	0.0886829156396617	-0.579129426368896	0.0901905402658358	-6.79701352993278	1.06810070507952e-11	6.73374578338929e-10	1.33935742971888	NC_013716.1	ROD_42711	protein_coding	bcsE	NA	cellulose biosynthesis protein BcsE	conserved hypothetical protein	NA	NA	WP_012908210.1	similar to AA sequence:RefSeq:NP_312443.2	1	Downregulated	
ROD_RS21070	1021.6077863622	-0.697295400629637	0.102928860208753	-0.667819517507919	0.104869457506835	-6.7745372795874	1.24805051097724e-11	7.73256428798028e-10	1.33935742971888	NC_013716.1	ROD_42731	protein_coding	bcsQ	NA	cellulose biosynthesis protein BcsQ	conserved hypothetical protein	NA	NA	WP_012908212.1	similar to AA sequence:RefSeq:NP_709309.1	1	Downregulated	
ROD_RS14730	2465.38476897763	0.549459066414108	0.0827827989877898	0.526561585951289	0.0841579655939354	6.63735791894584	3.19355538449716e-11	1.59293052770701e-09	1.6354658006942	NC_013716.1	ROD_29901	protein_coding	sepQ	NA	T3SS structural protein SepQ	T3SS structural protein SepQ	NA	NA	WP_012907116.1	similar to AA sequence:RefSeq:NP_312592.1	1	Upregulated	
ROD_RS02740	982.529184336889	-0.678969192114707	0.10245157932527	-0.64915504781164	0.104423033306906	-6.62722035703396	3.42066815024876e-11	1.67777642717638e-09	1.6354658006942	NC_013716.1	ROD_05441	protein_coding	NA	NA	SPFH/Band 7/PHB domain protein	putative membrane protein	NA	NA	WP_012904892.1	similar to AA sequence:RefSeq:NP_459496.1	1	Downregulated	
ROD_RS04010	113.293913557383	-1.72078751857409	0.25942319639104	-1.63953694022747	0.265670068468779	-6.6331289665411	3.28644420167144e-11	1.9360465651036e-09	1.33935742971888	NC_013716.1	ROD_07891	protein_coding	clsB	NA	cardiolipin synthase ClsB	putative phospholipase	NA	NA	WP_012905118.1	similar to AA sequence:RefSeq:WP_003035199.1	1	Downregulated	
ROD_RS23610	790.463140797971	0.780609125215347	0.118863066413134	0.745357385179472	0.121498656345366	6.56729755315395	5.12365998439194e-11	2.43199684174922e-09	1.6354658006942	NC_013716.1	ROD_47811	protein_coding	espN2-2	NA	DUF4765 family protein	putative T3SS effector protein EspN2-2	NA	NA	WP_012908650.1	similar to AA sequence:RefSeq:WP_001143621.1	1	Upregulated	
ROD_RS09670	242.25016821327	-1.16399904683469	0.180064854437867	-1.10696924512541	0.184546012545689	-6.46433225666667	1.01747092367548e-10	5.80364485070262e-09	1.33935742971888	NC_013716.1	ROD_19551	protein_coding	ftnB	NA	non-heme ferritin-like protein	ferritin-like protein 2	NA	NA	WP_012906182.1	similar to AA sequence:RefSeq:NP_460888.1	1	Downregulated	
ROD_RS15430	2904.43685581373	-0.646295478075034	0.0998736195411254	-0.617822365367907	0.10210756379759	-6.47113302836597	9.72707490339841e-11	6.02015028800795e-09	1.21509662524835	NC_013716.1	ROD_31301	protein_coding	proW	NA	glycine betaine/L-proline ABC transporter permease ProW	glycine betaine/L-proline ABC transporter,permease protein	NA	NA	WP_012907244.1	similar to AA sequence:RefSeq:NP_311568.1	1	Downregulated	
ROD_RS12725	129.409920124075	-1.60635808509908	0.251094578557892	-1.52427977133779	0.258302032202012	-6.39742241479227	1.58021726589677e-10	8.73620500283485e-09	1.33935742971888	NC_013716.1	ROD_25721	protein_coding	NA	NA	ATP-binding cassette domain-containing protein	putative ATP-binding protein of T1SS	NA	NA	WP_012906747.1	similar to AA sequence:RefSeq:WP_013098388.1	1	Downregulated	
ROD_RS14740	985.716665405746	0.739665722276444	0.115865788840482	0.70642576553913	0.118586779417567	6.38381466763048	1.7273012206069e-10	1.03664293302997e-08	1.21509662524835	NC_013716.1	ROD_29921	protein_coding	NA	NA	hypothetical protein	T3SS component	NA	NA	WP_024132849.1	similar to AA sequence:RefSeq:NP_312594.2	1	Upregulated	
ROD_RS06575	226.918646143895	-1.17404030335573	0.185909919987283	-1.11361959409389	0.190814063811477	-6.31510305332839	2.69981507460191e-10	1.56609947146369e-08	1.23838514528629	NC_013716.1	ROD_13171	protein_coding	osmE	NA	osmotically-inducible lipoprotein OsmE	osmotically inducible lipoprotein E	NA	NA	WP_012905588.1	similar to AA sequence:RefSeq:NP_460277.1	1	Downregulated	
ROD_RS21075	1210.39676330872	-0.608236018855899	0.0967719594043883	-0.57937739342443	0.0987224727846602	-6.28525063044572	3.27325185969036e-10	1.85102679858565e-08	1.25162337662338	NC_013716.1	ROD_42741	protein_coding	bcsA	NA	UDP-forming cellulose synthase catalytic subunit	cellulose synthase catalytic subunit [UDP-forming]	NA	NA	WP_012908213.1	similar to AA sequence:RefSeq:NP_462520.1	1	Downregulated	
ROD_RS14655	3228.5212029818	0.505999598858218	0.0808062896821287	0.483309987031609	0.0822270655730944	6.26188383167561	3.80354253837116e-10	2.11467893870876e-08	1.25461538461538	NC_013716.1	ROD_29721	protein_coding	escF	sctF	type III secretion system needle filament subunit SctF	T3SS structural protein EscF	NA	NA	WP_012907103.1	similar to AA sequence:RefSeq:WP_001053840.1	1	Upregulated	
ROD_RS28255	126.169665303693	1.86747032505253	0.299467873839347	1.76433988057913	0.313475225541953	6.23596214548995	4.49009678866568e-10	2.4607240603488e-08	1.25461538461538	NC_013716.1	ROD_29541	protein_coding	NA	NA	hypothetical protein	hypothetical protein	NA	NA	WP_148222095.1	ab initio prediction:GeneMarkS-2+	1	Upregulated	
ROD_RS07695	145.624504455462	-1.41182942833248	0.227995911764558	-1.33460531690805	0.234435289861684	-6.19234536885215	5.92754913984222e-10	3.20859348445921e-08	1.23493423677185	NC_013716.1	ROD_15441	protein_coding	treZ	NA	malto-oligosyltrehalose trehalohydrolase	putative hydrolase	NA	NA	WP_012905805.1	similar to AA sequence:RefSeq:WP_009090428.1	1	Downregulated	
